khach_cmt,rating,shop_phan_hoi
đặt đen giao màu xanh đen đặt trắng giao nâu ,1,
"shop như con cặc, đặt 4 món giao có 1. không có ở nhà nhờ người thân nhận giùm giờ về mới phát hiện",1,
shop tiết kiệm liên hệ với khách hàng mình mua 6 cái quần gửii một màu da bò trong khi đó shop có 6 màu điện nói shop nói tại anh chọn màu đó mình xin hỏi shop có ai mua mặc mà 6 cái một màu không,1,"cảm ơn anh/chị đã quan tâm đến shop, có thể shop không phục vụ anh chị chu đáo tạo nên sự không hài lòng cho anh chị. nếu sản phẩm anh/chị nhận được có bị lỗi hãy inbox cho shop để được hỗ trợ đổi trả ạ. chúc anh chị vui vẻ nha."
"1 sao vì bán hàng láo, treo đầu dê bán thịt chó, giao hàng không đúng mẫu, quần như đồ leo nhà",1,"cảm ơn anh/chị đã quan tâm đến shop, có thể shop không phục vụ anh chị chu đáo tạo nên sự không hài lòng cho anh chị. nếu sản phẩm anh/chị nhận được có bị lỗi hãy inbox cho shop để được hỗ trợ đổi trả ạ. chúc anh chị vui vẻ nha."
"đường chỉ quá xấu , hàng loại tệ , chán",1,
mua màu xám giao màu nâu sọc ,1,
hàng không hề giống hình rất xấu,1,
"quá tệ, hàng sai,shop nói chuyện thái độ lòi lỏm,.",1,
"chất lượng kém,giao hàng lại sai mẫu và màu.",1,
"hàng không giống hình, chất lượng thấp",1,
sản phẩm quá,1,
"giao hàng không đúng ,đặt 3 màu ,giao có 1 màu đen",1,"chào bạn. shop giao cho bạn 3 màu xanh đen, đen, xám sao bảo là 1 màu ạ"
size 29. như size 32,1,"cảm ơn anh/chị đã quan tâm đến shop, có thể shop không phục vụ bạn chu đáo tạo nên sự không hài lòng cho bạn, nếu sản phẩm anh/chị nhận được có bị lỗi hãy inbox cho shop để được hỗ trợ đổi trả ạ. chúc anh chị vui vẻ nha."
sản phẩm không giống hình,1,
không muốn nói luôn,1,"cảm ơn anh/chị đã quan tâm đến shop, có thể shop không phục vụ anh chị chu đáo tạo nên sự không hài lòng cho anh chị. nếu sản phẩm anh/chị nhận được có bị lỗi hãy inbox cho shop để được hỗ trợ đổi trả ạ. chúc anh chị vui vẻ nha."
sai màu,1,
"mặc không ấm được là mấy , và thời gian đóng gói và giao hàng lâu",1,"đầu tiên shop rất xin lỗi vì trải nghiệm không tốt mà bạn gặp phải. zata vn cam kết hoàn tiền 100% + trả ship nếu sản phẩm lỗi, không giống mô tả hoặc có nhầm lẫn do lỗi từ phía shop. bạn check inbox để shop xử lý khiếu nại cho bạn nha . thanks bạn !"
"đặt 3 chiếc viền đen + ống dài, lại giao 3 chiếc viền trắng + ống ngắn. chất lượng thì ok nhưng hết hàng thì phải nhắn cho khách 1 câu chứ, giờ đổi trả mất công + thời gian. cho 1 sao để shop rút kinh nghiệm.",1,
"đặt viền gân màu đen, rồi lại phải nhắn nhắc là chú ý giao đúng sản phẩm gân viền màu đen rồi. vậy mà vẫn giao màu trắng. chịu luôn cái đầu. ",1,
cho không sao luôn giao hàg không đúng mẫu. chất cực xấu inbox không thèm trả lời. không nên mua phí tiền mọi người ạ. không có trách nhiệm.,1,"shop biết bạn bức xúc vì shop gửi sai hàng, và shop chịu trách nhiệm . nhưng mong bạn nói cho chính xác shop đã phản hồi nói rất rõ là có 2 phương án . 1 bạn hoàn hàng cho shop, shop trả bạn tiền . 2 shop đổi cho bạn . toàn bộ chi phí shop sẽ chịu 100%. vấn đề chất không biết bạn bảo xấu ở đâu. hàng có phải thun co dãn 4 chiều, không phai không nhăn và không bị bông xù như shop mô tả k. tiếp nữa shop thừa nhận là shop không thể phản hồi bạn ngay được, nhưng nói ib không thèm trả lời thì bạn xem lại"
không uy tín. gửi thiếu hàng,1,cảm ơn bạn đã ủng hộ bul sản phẩmort vn . chúc bạn và gia đình luôn vui vẻ & bình an ❤❤❤
hàng không tốt với lại không giáo đúng hàng nữa,1,"dạ nếu shop giao nhầm , bạn chụp ảnh ib giúp shop, để shop đổi trả cho bạn nhé. phí đổi trả shop sẽ chịu toàn bộ"
mọi người cân nhắc trước khi mua nha lần đầu mua hàng quốc tế mà thất vọng như vậy,1,
shop kém chất lượng bán cho quần rách à ? mới mua hôm qua hôm nay mới phát hiện ra ,1,
quần như cái vải màn ,1,
không nhận được hàng mà đã kêu giao hàng . bó tay.,1,
nhận được hàng quá chán !,1,
quần rộng vl,1,
uống quần quá rộng nha mọi người không giống trong hình,1,
quá tệ so với hình ảnh,1,
bị rách shop ơi,1,
"ông thùng thình, mỏng",1,
xấu kinh khủng,1,
sai mẫu mã,1,
"shop lấy size kì cục lắm, mình đã nhắn tin trước nhờ shop lấy đúng size đàng hoàng mà cuối cùng vẫn lấy sai cho bằng được. đặt 4 cái 6xl mà giao được 3 cái 6xl, 1 cái 2xl, nhắn tin thì không thèm trả lời.",1,
giao không giống mẫu đặt .,1,
"giao nhầm size hay hết size cố tình lấy nhầm. đặt 3 cái 6xl, giao 2 cái 6xl, 1 cái 4xl. không mặt vừa.",1,
"shop phục vụ quá tệ, mình đặt hàng 3 cái quần, shop chỉ giao cho mình 2 cái, mình nhắn tin shop để được tư vấn, shop trả lời ""xin mã đơn hàng"" và không thèm trả lời lại tin nhắn, không tôn trọng khách hàng thì mình xin phép đánh giá 1 sao!",1,
sai size - hoàn trả phức tạp - bỏ luôn,1,
hàng không hề đẹp đâu ai mua thì để ý tí form nhỏ xíu như cho trẻ con mặc shop phục vụ thì kém,1,"dạ shop thật tiếc sản phẩm bạn mặc không vừa ạ! sản phẩm có nhiều size để lựa chọn, shop thấy bạn chọn size s mặc không vừa. shop có liên hệ với bạn để hướng dẫn đổi sang size lớn hơn hoặc bạn có thể trả hàng hoàn tiền được ạ! nếu như chưa chọn được size ưng ý bạn có thể inbox ngay cho shop để shop tư vấn chính xác hơn ạ"
"sản phẩm khá tệ , phục vụ khá kém , đặc biệt giao không đúng màu , chụp hình thì ra màu đen nhưng giao ra màu xanh biển rất tệ , đổ lỗi cho cách chụp ảnh ? rất tệ",1,
"shop giao không đúng màu, không chịu giải quyết",1,"dạ shop rất xin lỗi bạn vì đã gửi nhầm màu quần ạ! shop đã liên hệ với bạn ngay để mong muốn gửi quần mới miễn phí đổi lại cho bạn ạ! bạn phải hồi ""không chịu giải quyết"" là không đúng sự thật ạ!"
"mua quần mấy hôm rồi nhưng chưa động đến, hôm nay mới lấy ra mặc thì phát hiện quần đã bị rách ở đũng, chán luôn. may nhìn thấy trước khi ra khỏi nhà không thì đúng là đội quần lên đầu mất",1,
quần chưa mặc đã rách ở phần mông chất lượng quá kém không hài lòng xíu nào,1,
quần dơ nhắn tin với như vậy không hoàn tiền,1,
hãy mua lớn hơn 5 size ,1,
không giống như trong ảnh.kẻ quần mờ .cho 1 sao,1,
"quần giao vừa nhăn vừa rất là bẩn , không nói được luôn, còn vải thì mỏng và thô .",1,"xin lỗi anh vì có trãi nghiệm không tốt về sản phẩm ạ, nhưng anh có thể tìm hiểu về chất vải ""đũi"" trước khi mua và đánh giá giúp em anh nhé! em cảm ơn ạ"
"nhận hàng mà giật mình ,shop giao lẫn size à ?cứ tưởng cái quần áo mưa .sẽ không bao giờ mua nữa. ok",1," anh nói vậy thì em cũng chịu luôn, mình đặt size nào shop giao size đó, mình đặt to shop giao size to. không thích anh có thể trả lại hàng , và anh có mua em cũng không bán đâu ạ mà nói không bao giờ.khôngcó thiện chí thì mình có thiện chí còn đâu em xin phép, chào ạ"
"quần thực sự rất xấu. ống quá rộng, cạp chun thì lỏng, phải buộc dây, rất bất tiện khi đi vệ sinh. túi quần thì bé.không muốn chê nhưng bực mình quá",1,"hì, cảm ơn anh đã mua hàng bên shop ạ. shop bán quần đúng như hình ảnh, mình cảm thấy hợp thì mình mua, không hơp mình có thể không chọn ạ, mình trước khi mua có thể ib để shop tư vấn cho mình ạ, túi quần đủ đưng điện thoại rồi mình cần nó rộng như nào ạ, còn shop vẫn tôn trọng đánh giá của mình ạ, nhưng mình cho shop 1 vì những lý do trên thì em cảm thấy nó không xứng đáng ạ, em cảm ơn ạ!"
"quần bị rách,dây thì toe hết đầu vải mỏng xấu không tiện chụp mà hối hận mua của shop",1,"hàng có vấn đề anh vui lòng liên hệ shop để giải quyết ạ, nếu hận thì anh vui lòng bấm trả hàng ạ, cảm ơn anh !"
"thua luôn ! ướm thử chưa gì mà thấy rách lỗ chà bá , shop không kiểm tra hàng trước khi giao cho khách ",1,"thành thật xin lỗi anh nếu sản phẩm có vấn đề ạ, mình có thể ib cho shop để shop hỗ trợ đổi hàng cho mình ạ. "
quần đểu vải mỏng không giống hình thất vọng vc mọi người không nên mua. xấu xấu lắm,1,"dạ xấu thì mình chụp cho mọi người cái hình ảnh mà mà anh nhận được đi ạ, chứ nói mà chả có cái bằng chứng cũng nói. chịu "
quần màu ghi sáng mà dính 2 phát đen ở mông không tâỷ nổi gửi hàng có tâm phết,1,dạ đầu tiên cho phép em xin lỗi anh vì hàng có vấn đề ạ. nếu hàng có vấn đề mình có thể ib cho để đổi sản phẩm mới hoặc bấm trả hàng để thoải mái hơn ạ. còn hàng em thấy anh vừa nhận được là đánh giá luôn thì không biết mình tẩy như nào mà không ra anh? 
quần xấu,1,"mình xem có giống hình không thôi ạ, nếu quần giống hình thì anh không nên đặt từ đầu ạ. chứ shop gửi cho anh sao mà nhăn vậy được ạ, mình xem lại giúp em anh nhé, shop cảm ơn ạ"
"chất quần mỏng,xù lông,mua cho bạn trai em mặc nhìn như culi vậy á,em nhìn thấy bạn trai mặc đồ xấu nên muốn gây sự với bạn trai em luôn,đã quăng cái quần dô sọt vì xấu không chịu nổi.tiền ít mà đòi hít.thơm,lần sau không dại dột mua đồ rẻ nữa.vẫn cho shop 3 sao vì phục vụ.shop trả lời vậy thì sửa lại 1 sao nha",1,^ mình nói thế thì những người mua mà đánh giá sản phẩm này 5 sao đều là culi ạ ? mình mặc không hợp có thể bấm trả hàng ạ
"mình 62kg, chọn size l theo đúng hướng dẫn thì về dài và rộng. quan trọng là mình mua vì cái dây. 2 đầu sợi dây xa tít tắp. nếu buộc lại thì dây thừa còn 1 mẩu. nhìn rất xấu. quần form thụng. mọi người lưu ý nếu đặt thì nên lùi 1 size. vì không đáng bao nhiêu tiền nên cũng lười trả hàng, hoàn tiền",1,"cảm ơn anh đã mua hàng của shop ạ, với trường hợp 62kg của mình bình thường rất nhiều ng đổi size xl anh nhé. còn sở thích mặc bó sát của anh thì không thích hợp hàng đũi anh nhé. hàng này có phải co giãn 4 chiều đâu ạ, còn hàng giống hình nó chả khác gì cả, anh thấy sai có thể khiếu nại. cảm ơn anh !"
cùng 1 size đặt 2 quần 1 kem 1 xanh thì quần xanh rộng như size người khổng lồ. dáng xấu. không mặc được cả 2 cái. thấy phí tiền và lại chuốc bực vào người ,1,"thành thật xin lỗi nếu hàng có lỗi như mình nói, mình có thể bấm trả hàng để nhận lại được tiền ạ. "
"giao hàng không đúng màu và chây ì không liên lạc, không đáng sao nào.",1,"cảm ơn anh đã mua hàng bên shop ạ, không biết shop gửi nhầm màu nào cho mình ạ, anh có thể chụp ảnh gửi qua tin nhắn để shop xử lý ạ. shop có hết màu đâu mà phải cố tình lam vậy để lấy 1 sao anh ? mình nói nhầm màu cũng nên cho shop xem hình ảnh quần mình nhận được ạ, shop cảm ơn ?"
hàng không giống như quảng cáo làm ăn điêu vãi,1,"dạ, đầu tiên cảm ơn anh đã mua sản phẩm bên shop ạ, mình có thể nói rõ là hàng không giống điểm nào để shop còn sửa ạ. chứ hàng thì chuẩn như hình ạ. chất vải là hàng vải đũi có ghi ở phần mô tả rồi ạ. mình có thể xem lại giúp em. còn nếu mình khẳng định hàng không đúng như quảng cáo có thể bấm trả hàng để shope giải quyết hoàn tiền ạ. shop cảm ơn ạ!"
"màu quần với chất vải khác ảnh còn xấu nữa, nói chung là chán ",1,"bên em không có màu nào như này anh ạ, anh xem lại giúp em xem anh có nhầm shop không ạ?"
"sản phẩm như hình, giao hàng nhanh, shop trả lời tin nhắn. size này không phù hợp với mấy bạn chân dài như mình, mình đã nhờ shop đo chiều dài ống quần nhưng không được trả lời. vải đũi này xong xong bị rút lại. không suông nhẹ như hồi mua về. nên ống quần càng ngắn. đặc biệt là vải đũi nên mỏng, mặc thấy sịp",1,"thưa anh là shop trả lời anh nhưng anh có đọc đâu, hỏi thông số không cho. xong kêu không trả lời anh. hàng đũi đố anh kiếm cái nào dày dặn hơn nữa đấy, đã không biết thì đừng có phán. quần ngắn có thể xuống gấu, gấu còn xuống được thêm tầm 5cm nữa anh nhé, còn không thích trả hàng , đừng có kiểu không biết rồi phán gây ức chế ng đọc. tks!"
đã nhận được hàng hàng khống giống như hình ảnh ở trên shop xem lại.,1,"dạ, đầu tiên cảm ơn anh đã mua sản phẩm bên shop ạ, mình có thể nói rõ là hàng không giống điểm nào để shop còn sửa ạ. chứ hàng thì chuẩn như hình ạ. chất vải là hàng vải đũi có ghi ở phần mô tả rồi ạ. mình có thể xem lại giúp em. còn nếu mình khẳng định hàng không đúng như quảng cáo có thể bấm trả hàng để shope giải quyết hoàn tiền ạ. shop cảm ơn ạ!"
mặc 1 buổi sáng mà xù hết cả lông,1,"haz, thế mà anh đặt tận 2 đơn 2 lần làm gì ạ"
"quần chất xấu, nóng lắm",1,"dạ em không biết anh cần chất như nào ạ, bên em bán chất đũi thôi anh a, chất đũi mà nóng thì không biết chất nào mát nữa ạ, nếu anh muốn mua chất khác vui lòng đọc mô tả sản phẩm trước khi đặt ạ, shop cảm ơn "
mỏng quá mỏng luôn quần này chỉ với giá 70k thôi lộ hết quần trong ra rồi,1,"chịu anh , hàng đũi còn đòi hàng dày hơn này nữa thì chịu anh ạ, vui lòng đọc mô tả sản phẩm và hiểu rõ sản phẩm hoặc không hiểu thì nhắn tin hỏi shop anh nhé"
sản phẩm không như trên mạng đâu nhé. giá rẻ nên chấp nhận.,1,"anh có thể chỉ ra điểm không giống không ạ, chứ bên em bán đúng chất, đúng from như đã đăng. mình nên kiểm tra lại ạ"
"quần mỏng như gì, không đáng tiền, mặc lên ai cũng chê từ chất kiệu tới form quần.",1,"dạ . shop bán hàng đũi, from như hình ạ. còn hàng anh không ưng thì anh có thể bấm trả hàng ạ, còn nói tiền thì mình cứ lên mạng tra xem 1m vải đũi bao tiền rồi hãy nói shop. và hàng của shop dày nhất trong dòng đũi rồi. nếu hàng shop còn chê chất thì mình từ sau đừng mua hàng đũi mất công cho các shop khác 1 sao thì tôi người ta lắm anh nhé"
quần như con cặc quảng cáo kêu quần dày giao xong thấy mỏng né shop làm ăn như cặc,1,"dạ chào anh ạ, trước hết xin lỗi anh vì có trãi nghiệm chưa tốt ạ. sau cũng cho bên em giải thích cho anh hiểu. bên em bán hàng "" đũi"" có ghi rõ ở phần mô tả, và hàng đũi bên em thuộc dạng dày nhất trong hàng đũi rồi anh ạ. anh nên tìm hiểu kỹ trước khi nói giúp shop. cảm ơn !"
xấu chưa từng thấy. như 1 cái dẻ lau. size xl to ngang 3xl,1,"nếu anh cảm thấy xấu thì anh trả hàng shop bán ng khác anh ạ, hàng thì như hình , còn bảng size có sẵn ở phần mô tả vui lòng đọc trước khi mua giúp shop. còn hàng bán cho hàng vạn khác rồi anh ạ, chứ chả riêng gì anh , không ưng bấm trả lấy lại tiền ?"
mua 2 cái ship 1 cái ,1,"anh ơi, anh mua hàng bây giờ anh nói thiếu mà anh không đưa ra được bằng chứng video bóc hành bây giờ anh đòi hàng thì em sao chơi được ạ, anh cứ khiếu nai shope bên em sẽ cho anh xem hình ảnh đóng cục hàng của anh ạ, xem đủ hay thiếu anh nhé, mình nên xem lại đi anh ạ, trân trọng!"
thật sự quá tệ cho 1 đống vải gọi là quần vải mỏng dính giặt tay mà vẫn bị nhão chỉ sản phẩm kém chất lượng,1,"^ hàng đủi mà mình nói dão thì mình nên xem lại đi ạ, hàng đủi chỉ có co vào chứ chưa ai bảo dão ra đâu ạ, đánh giá có tâm chút chứ ạ"
trời đặt màu đen mà shop gửi màu xanh trông không khác gì cái quần của công nhân ,1,shop xin lỗi vì để anh có trải nghiệm chưa được tốt ạ. mình có thể nhắn tin cho shop shop hỗ trợ đổi hàng cho a ạ. chứ shop đóng mấy trăm đơn 1 ngày nên cũng có chút sai sót ạ. shop cũng không muốn như vậy ạ
yêu cầu trả. shop cầu trả quần rách bong chỉ nhiều lên form không đẹp quần xấu không như trong hình ảnh em né shop ra kẻo bị tình trạng như mình,1,quần đũi thì chất sẽ mỏng mát và thoáng . sao a ăn nói 2 lời vậy anh nhắn tin cho shop thì kêu chất mỏng nên muốn trả hàng. nên đây thì kêu rách .shop đã đồng ý cho hàng rồi. còn chửi bới mất lịch sự với nhân viên nhà shop. sao a không cho shop xin video bóc hàng xem quânf bên shop rách ở đâu và chụp đoạn tin nhắn anh nhắn tin cho shop lên cho các mọi ngườ cùng tham khảo a.chauw cần anh nói phải né shop mà có khi shop cần phải né người như a mới đúng ạ . thân gửi ạ ?
lấy 2 cái thì 1 cái nhầm màu 1 cái màu không giống hình. tệ quá!,1,"dạ, không biết mình nhận màu nào không đúng và cái nào nhầm màu đấy ạ, mình có thể ib để shop xem xét giải quyết cho anh ạ. shop cảm ơn ạ"
giao nhầm màu,1,shop thành thật xin lôi vì để a có chỉa nghiệm chữa được tốt tại shop ạ . a có thể nhắn tin lại shop để được hỗ trợ ạ .
quần rộng lùng nhùng không mặc nổi,1,"anh ơi, mình chiều cao cân nặng như nào mà mặc thùng thình ạ, mình xem mô tả sản phẩm có bảng size đấy ạ, còn nếu mình không xem mà chọn bừa không vừa nhắn tin cho shop để shop hỗ trợ đổi cho mình ạ, shop cảm ơn ạ!"
nghe theo bảng chọn 4xl về bơi trong quần luôn.,1,"dạ cảm ơn anh đã mua đồ bên shop ạ, không biết mình bao nhiêu ký mà mặc size 4xl bị rộng ạ. mình mua hàng có thể ib để shop tư vấn ạ, còn mình mặc rộng quá có thể đổi size cho mình anh ạ, vì đây là hàng may sẵn chứ không phải hàng may đo để vừa với 100% tất cả mọi người, nên anh là người mua hàng thông thái thì anh cũng xử lý thông minh giúp em để 2 bên đều vui vẻ ạ"
đồ xấu tệ,1,"chào anh ạ, anh mua rất nhiều sản phẩm của shop, và anh có nhắn cho shop anh ưng 2 bộ còn các bộ còn lại anh không ưng, và đồi trả những mẫu anh không ưng. mà anh quay ra anh bấm 1 sao hàng loạt và sản phẩmam 1 loạt sản phẩm là sao ạ. nếu anh thích mua nhiều về chọn lấy 1 hay 2 bộ trong nhiều sản phẩm mình vui lòng ra chợ chọn giúp em. chứ làm thế này ảnh hưởng người khác ạ."
quần bị rách mà vẫn gửi cho khách!,1,"dạ, xin lỗi anh nếu hàng có vấn đề ạ, mình ib cho shop để shop hỗ trợ mình đổi hàng hoặc mình có thể bấm trả hàng để được shope hỗ trợ ạ, shop cảm ơn !"
đặt size m mà shop giao size l,1,"thành thật xin lỗi nếu shop giao sai màu, mình có thể ib để shop hỗ trợ đổi size ạ"
hàng giao quá chậm,1,"cảm ơn anh đã mua hàng bên shop ạ, hàng anh đặt hôm mùng 7, mùng 8 đã giao cho bưu tá đi phát. shop cũng có báo anh va khiếu nại qua shope nhưng do lượng hàng quá nhiều nên bưu tá phát chậm cho mình anh ạ. nếu mà lỗi do shop chuẩn bị hàng chậm thì shop xin nhận 1 sao này, còn đây là lỗi do vận chuyển không ai mong muốn mà anh đánh giá shop 1 sao là lý như nào ạ. 811006441590 - j&t anh kiểm tra lại xem có đúng không anh nhé, nhắn tin anh còn vẫn nói do loxio shop thì shop không biết như nào nữa, haz"
rất xấu,1,"rất xấu thì anh bấm trả hàng ah, chứ xấu mặc ra đường mọi người lại cười cho đấy ạ, hì "
"vải xấu , không như hình , màu cũng nhạt hơn ",1,cảm ơn anhtu02111999 sử dụng sản phẩm và bỏ thời gian đánh giá về sản phẩm của shop. hy vọng shop sẽ được phục vụ mình nhiều lần hơn nữa ạ.chúc anhtu02111999 ngày tốt lành ạ <3
mình mua màu xám đậm về giặt được 2 lần là phai màu,1,"dạ mình có thể chụp tình trạng sản phẩm hiện tại được không ạ, hàng bên em không phai trừ khi anh xử dụng hóa chất hoặc phơi trực tiếp dưới nắng ạ, bên em có hướng dẫn sử dụng trên mác ạ, mình kiểm tra làm theo ạ"
vải xấu chất liệu cực kì tệ ,1,"chào anh ạ, shop bán hàng đũi ạ, có người thích người không , nhưng anh đừng nói tệ vì anh nói thế thì anh chưa biết gì về chất đũi mà mình đã đặt mua r, mình mua đọc trước mô tả sản phẩm ạ, hoặc nếu không biết thì nhắn tin shop tư vấn cho ạ, chứ mua về không đúng ý mình lại kêu tệ, ảnh hường đến người khác anh ạ"
ống quần khá rộng. nhiều chỉ bám ở quần,1,"dạ trước hết cảm ơn anh đã mua hàng bên shop ạ, mình mua hàng có thể ib để shop tư vấn trước cho mình ạ, ống quần rộng là do mình chọn không đúng size, quần nào mà chả có chỉ thừa ạ. với giá tiền này anh đòi hỏi thì anh có thể bấm trả hàng và ra tiệm tự may mặc anh nhé, trân trọng "
chất liệu tệ vc,1,"shop bán đúng chất như shop đăng anh ạ, anh nên đọc xem shop bán hàng gì trước khi mua để tránh trường hơp mình mua về không hợp ý mình lại đánh giá sai lệch về sản phẩm anh nhé!"
chỉ thừa rất nhiều quần nhỏ. . .không nên mua,1,"không có bức ảnh nào chứng minh sản phẩm lỗi, chỉ thừa hay nhỏ không vừa. sản phẩm shop đã kiểm tra trước khi gửi đi. nếu như sản phẩm lỗi, chỉ thừa, nhỏ shop sẵn sàng đổi sang sản phẩm khác. cạnh tranh không lành mạnh, đừng chơi xấu kiểu như vậy bạn ơi. mong những khách hàng của shop luôn là người tiêu dùng thông thái để đưa ra quyết định đúng đắn nhất khi mua hàng. shop cảm ơn ạ."
"không đúng màu , quần bị xù lông",1,
"đáng lẽ ra không đáng 1 sao, đơn mình đặt thiếu 1 cái áo sơ mi, đã liên hệ shop và hứa gửi bù nhưng tới nay 15 ngày mà không thấy, nhắn tin thì shop nói lỗi, đòi hoàn tiền mình cũng chấp nhận gửi số tài khoản thì mất tích. tiền cái áo đó cho shop đấy ráng mà ăn tết nhé!",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
"giao quần rách, không đúng màu như quảng cáo, nhìn như cái quần đùi chứ không phải quần short",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
"mình không hài lòng lắm về chất lượng sản phẩm, form áo không được đẹp, chất vải cũng vậy nhưng cho 3 sao vì shipper nhanh gọn",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
"tôi 70kg 1m68 đã đặt size to nhất nhưng không thể mặc được vì quá chật. shop quảng cáo từ 78 82 kg 1m 82 , mà tôi 70kg 1m68 mặc còn không nhét nổi người vào thì làm sao mà mặc.",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
"danh mục quà tặng đi kèm dài dằng dặc khi khách mua sản phẩm chính nhằm tạo ra số bán ảo, nhưng lại gửi cho khách đúng 2 đôi tất xấu đến tệ hại. vì con mình thích cái áo đó quá nên mình mua chứ thông thường vào shop gặp kiểu cài quà tặng kèm như này là mình lướt luôn không mua hàng.",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
"chỉ thừa rất nhiều, mỏng như quần sa tanh của các mẹ. có vẻ mát. đây là quần đùi không phải short nhé. ",1,"quanhắn tinaynam360 thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanhắn tinaynam360 phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanhắn tinaynam360 sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanhắn tinaynam360 được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^"
"sản phẩm nhận được không như mẫu oder,khác hoàn toàn !",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
"áo thì cũng được , chỉ có điều shop lừa dối khách khi đánh giá có 1 cái áo mà ra 9 sản phẩm",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
